season,week,celebrity_name,ori_results,parsed_results,age,industry,partner,weekly_raw_score,effective_score,is_accumulated,exit_mode,final_rank,exit_week_parsed,judge_metric
9,4,Chuck Liddell,Eliminated Week 4,Eliminated Week 4,39,Athlete,Anna Trebunskaya,17.0,17.0,False,eliminated,11.0,4,0.07024793388429752
9,1,Debi Mazar,Eliminated Week 3,Eliminated Week 3,45,Actor/Actress,Maksim Chmerkoskiy,22.0,22.0,False,eliminated,12.0,3,0.05418740566465287
9,2,Debi Mazar,Eliminated Week 3,Eliminated Week 3,45,Actor/Actress,Maksim Chmerkoskiy,21.0,21.0,False,eliminated,12.0,3,0.07142857142857142
9,3,Debi Mazar,Eliminated Week 3,Eliminated Week 3,45,Actor/Actress,Maksim Chmerkoskiy,17.0,17.0,False,eliminated,12.0,3,0.06589147286821706
9,1,Donny Osmond,1st Place,1st Place,51,Singer/Rapper,Kym Johnson,29.999899999999997,29.999899999999997,False,final,1.0,10,0.07389167050904633
9,2,Donny Osmond,1st Place,1st Place,51,Singer/Rapper,Kym Johnson,25.0,25.0,False,final,1.0,10,0.08503401360544217
9,3,Donny Osmond,1st Place,1st Place,51,Singer/Rapper,Kym Johnson,21.0,21.0,False,final,1.0,10,0.08139534883720931
9,4,Donny Osmond,1st Place,1st Place,51,Singer/Rapper,Kym Johnson,24.0,24.0,False,final,1.0,10,0.09917355371900827
9,5,Donny Osmond,1st Place,1st Place,51,Singer/Rapper,Kym Johnson,29.0,29.0,False,final,1.0,10,0.11983471074380166
9,6,Donny Osmond,1st Place,1st Place,51,Singer/Rapper,Kym Johnson,30.999899999999997,30.999899999999997,False,final,1.0,10,0.11923079733737539
9,7,Donny Osmond,1st Place,1st Place,51,Singer/Rapper,Kym Johnson,26.0,26.0,False,final,1.0,10,0.14814814814814814
9,8,Donny Osmond,1st Place,1st Place,51,Singer/Rapper,Kym Johnson,25.0,25.0,False,final,1.0,10,0.19083969465648856
9,9,Donny Osmond,1st Place,1st Place,51,Singer/Rapper,Kym Johnson,24.6666,24.6666,False,final,1.0,10,0.2312501699224591
9,10,Donny Osmond,1st Place,1st Place,51,Singer/Rapper,Kym Johnson,28.9998,28.9998,False,final,1.0,10,0.35127769056340485
9,1,Joanna Krupa,Eliminated Week 9,Eliminated Week 9,30,Model,Derek Hough,33.9999,33.9999,False,eliminated,4.0,9,0.08374392608443776
9,2,Joanna Krupa,Eliminated Week 9,Eliminated Week 9,30,Model,Derek Hough,20.0,20.0,False,eliminated,4.0,9,0.06802721088435375
9,3,Joanna Krupa,Eliminated Week 9,Eliminated Week 9,30,Model,Derek Hough,23.0,23.0,False,eliminated,4.0,9,0.08914728682170543
9,4,Joanna Krupa,Eliminated Week 9,Eliminated Week 9,30,Model,Derek Hough,26.0,26.0,False,eliminated,4.0,9,0.10743801652892562
9,5,Joanna Krupa,Eliminated Week 9,Eliminated Week 9,30,Model,Derek Hough,24.0,24.0,False,eliminated,4.0,9,0.09917355371900827
9,6,Joanna Krupa,Eliminated Week 9,Eliminated Week 9,30,Model,Derek Hough,35.9999,35.9999,False,eliminated,4.0,9,0.13846163313642237
9,7,Joanna Krupa,Eliminated Week 9,Eliminated Week 9,30,Model,Derek Hough,27.5,27.5,False,eliminated,4.0,9,0.15669515669515668
9,8,Joanna Krupa,Eliminated Week 9,Eliminated Week 9,30,Model,Derek Hough,26.0,26.0,False,eliminated,4.0,9,0.1984732824427481
9,9,Joanna Krupa,Eliminated Week 9,Eliminated Week 9,30,Model,Derek Hough,27.0,27.0,False,eliminated,4.0,9,0.2531258701201785
9,1,Kathy Ireland,Eliminated Week 2,Eliminated Week 2,46,Model,Tony Dovolani,19.9999,19.9999,False,eliminated,14.0,2,0.04926103157056776
9,2,Kathy Ireland,Eliminated Week 2,Eliminated Week 2,46,Model,Tony Dovolani,18.0,18.0,False,eliminated,14.0,2,0.061224489795918366
9,1,Kelly Osbourne,3rd Place,3rd Place,24,TV Personality,Louis van Amstel,30.9998,30.9998,False,final,3.0,10,0.07635448809650482
9,2,Kelly Osbourne,3rd Place,3rd Place,24,TV Personality,Louis van Amstel,19.0,19.0,False,final,3.0,10,0.06462585034013606
9,3,Kelly Osbourne,3rd Place,3rd Place,24,TV Personality,Louis van Amstel,20.0,20.0,False,final,3.0,10,0.07751937984496124
9,4,Kelly Osbourne,3rd Place,3rd Place,24,TV Personality,Louis van Amstel,23.0,23.0,False,final,3.0,10,0.09504132231404959
9,5,Kelly Osbourne,3rd Place,3rd Place,24,TV Personality,Louis van Amstel,24.0,24.0,False,final,3.0,10,0.09917355371900827
9,6,Kelly Osbourne,3rd Place,3rd Place,24,TV Personality,Louis van Amstel,24.9998,24.9998,False,final,3.0,10,0.09615340976180302
9,7,Kelly Osbourne,3rd Place,3rd Place,24,TV Personality,Louis van Amstel,26.0,26.0,False,final,3.0,10,0.14814814814814814
9,8,Kelly Osbourne,3rd Place,3rd Place,24,TV Personality,Louis van Amstel,25.5,25.5,False,final,3.0,10,0.1946564885496183
9,9,Kelly Osbourne,3rd Place,3rd Place,24,TV Personality,Louis van Amstel,25.9998,25.9998,False,final,3.0,10,0.2437489628870599
9,10,Kelly Osbourne,3rd Place,3rd Place,24,TV Personality,Louis van Amstel,25.2222,25.2222,False,final,3.0,10,0.305519216233502
9,1,Louie Vito,Eliminated Week 6,Eliminated Week 6,21,Athlete,Chelsie Hightower,26.9998,26.9998,False,eliminated,8.0,6,0.06650223252111338
9,2,Louie Vito,Eliminated Week 6,Eliminated Week 6,21,Athlete,Chelsie Hightower,19.0,19.0,False,eliminated,8.0,6,0.06462585034013606
9,3,Louie Vito,Eliminated Week 6,Eliminated Week 6,21,Athlete,Chelsie Hightower,20.0,20.0,False,eliminated,8.0,6,0.07751937984496124
9,4,Louie Vito,Eliminated Week 6,Eliminated Week 6,21,Athlete,Chelsie Hightower,16.0,16.0,False,eliminated,8.0,6,0.06611570247933884
9,5,Louie Vito,Eliminated Week 6,Eliminated Week 6,21,Athlete,Chelsie Hightower,22.0,22.0,False,eliminated,8.0,6,0.09090909090909091
9,6,Louie Vito,Eliminated Week 6,Eliminated Week 6,21,Athlete,Chelsie Hightower,24.0,24.0,False,eliminated,8.0,6,0.09230801183542559
9,1,Macy Gray,Eliminated Week 1,Eliminated Week 1,42,Singer/Rapper,Jonathan Roberts,18.9999,18.9999,False,eliminated,15.0,1,0.046797967676719905
9,1,Mark Dacascos,Eliminated Week 7,Eliminated Week 7,45,Actor/Actress,Lacey Schwimmer,28.9998,28.9998,False,eliminated,6.0,7,0.0714283603088091
9,2,Mark Dacascos,Eliminated Week 7,Eliminated Week 7,45,Actor/Actress,Lacey Schwimmer,21.0,21.0,False,eliminated,6.0,7,0.07142857142857142
9,3,Mark Dacascos,Eliminated Week 7,Eliminated Week 7,45,Actor/Actress,Lacey Schwimmer,18.0,18.0,False,eliminated,6.0,7,0.06976744186046512
9,4,Mark Dacascos,Eliminated Week 7,Eliminated Week 7,45,Actor/Actress,Lacey Schwimmer,22.0,22.0,False,eliminated,6.0,7,0.09090909090909091
9,5,Mark Dacascos,Eliminated Week 7,Eliminated Week 7,45,Actor/Actress,Lacey Schwimmer,26.0,26.0,False,eliminated,6.0,7,0.10743801652892562
9,6,Mark Dacascos,Eliminated Week 7,Eliminated Week 7,45,Actor/Actress,Lacey Schwimmer,32.0,32.0,False,eliminated,6.0,7,0.12307734911390078
9,7,Mark Dacascos,Eliminated Week 7,Eliminated Week 7,45,Actor/Actress,Lacey Schwimmer,21.5,21.5,False,eliminated,6.0,7,0.1225071225071225
9,1,Melissa Joan Hart,Eliminated Week 6,Eliminated Week 6,33,Actor/Actress,Mark Ballas,24.0,24.0,False,eliminated,8.0,6,0.05911353345234858
9,2,Melissa Joan Hart,Eliminated Week 6,Eliminated Week 6,33,Actor/Actress,Mark Ballas,19.0,19.0,False,eliminated,8.0,6,0.06462585034013606
9,3,Melissa Joan Hart,Eliminated Week 6,Eliminated Week 6,33,Actor/Actress,Mark Ballas,19.0,19.0,False,eliminated,8.0,6,0.07364341085271318
9,4,Melissa Joan Hart,Eliminated Week 6,Eliminated Week 6,33,Actor/Actress,Mark Ballas,28.0,28.0,False,eliminated,8.0,6,0.11570247933884298
9,5,Melissa Joan Hart,Eliminated Week 6,Eliminated Week 6,33,Actor/Actress,Mark Ballas,23.0,23.0,False,eliminated,8.0,6,0.09504132231404959
9,6,Melissa Joan Hart,Eliminated Week 6,Eliminated Week 6,33,Actor/Actress,Mark Ballas,23.9999,23.9999,False,eliminated,8.0,6,0.09230762721870961
9,1,Michael Irvin,Eliminated Week 7,Eliminated Week 7,43,Athlete,Anna Demidova,19.0,19.0,False,eliminated,6.0,7,0.046798213983109294
9,2,Michael Irvin,Eliminated Week 7,Eliminated Week 7,43,Athlete,Anna Demidova,20.0,20.0,False,eliminated,6.0,7,0.06802721088435375
9,3,Michael Irvin,Eliminated Week 7,Eliminated Week 7,43,Athlete,Anna Demidova,14.0,14.0,False,eliminated,6.0,7,0.05426356589147287
9,4,Michael Irvin,Eliminated Week 7,Eliminated Week 7,43,Athlete,Anna Demidova,16.0,16.0,False,eliminated,6.0,7,0.06611570247933884
9,5,Michael Irvin,Eliminated Week 7,Eliminated Week 7,43,Athlete,Anna Demidova,21.0,21.0,False,eliminated,6.0,7,0.08677685950413223
9,6,Michael Irvin,Eliminated Week 7,Eliminated Week 7,43,Athlete,Anna Demidova,21.9998,21.9998,False,eliminated,6.0,7,0.08461490828237482
9,7,Michael Irvin,Eliminated Week 7,Eliminated Week 7,43,Athlete,Anna Demidova,23.5,23.5,False,eliminated,6.0,7,0.1339031339031339
9,1,Mya,2nd Place,2nd Place,29,Singer/Rapper,Dmitry Chaplin,30.999899999999997,30.999899999999997,False,final,2.0,10,0.07635473440289418
9,2,Mya,2nd Place,2nd Place,29,Singer/Rapper,Dmitry Chaplin,27.0,27.0,False,final,2.0,10,0.09183673469387756
9,3,Mya,2nd Place,2nd Place,29,Singer/Rapper,Dmitry Chaplin,27.0,27.0,False,final,2.0,10,0.10465116279069768
9,4,Mya,2nd Place,2nd Place,29,Singer/Rapper,Dmitry Chaplin,28.0,28.0,False,final,2.0,10,0.11570247933884298
9,5,Mya,2nd Place,2nd Place,29,Singer/Rapper,Dmitry Chaplin,27.0,27.0,False,final,2.0,10,0.1115702479338843
9,6,Mya,2nd Place,2nd Place,29,Singer/Rapper,Dmitry Chaplin,33.0,33.0,False,final,2.0,10,0.12692351627371018
9,7,Mya,2nd Place,2nd Place,29,Singer/Rapper,Dmitry Chaplin,24.5,24.5,False,final,2.0,10,0.1396011396011396
9,8,Mya,2nd Place,2nd Place,29,Singer/Rapper,Dmitry Chaplin,29.5,29.5,False,final,2.0,10,0.22519083969465647
9,9,Mya,2nd Place,2nd Place,29,Singer/Rapper,Dmitry Chaplin,28.9999,28.9999,False,final,2.0,10,0.27187499707030244
9,10,Mya,2nd Place,2nd Place,29,Singer/Rapper,Dmitry Chaplin,28.333199999999998,28.333199999999998,False,final,2.0,10,0.34320309320309317
9,1,Natalie Coughlin,Eliminated Week 5,Eliminated Week 5,27,Athlete,Alec Mazo,26.9998,26.9998,False,eliminated,10.0,5,0.06650223252111338
9,2,Natalie Coughlin,Eliminated Week 5,Eliminated Week 5,27,Athlete,Alec Mazo,21.0,21.0,False,eliminated,10.0,5,0.07142857142857142
9,3,Natalie Coughlin,Eliminated Week 5,Eliminated Week 5,27,Athlete,Alec Mazo,26.0,26.0,False,eliminated,10.0,5,0.10077519379844961
9,4,Natalie Coughlin,Eliminated Week 5,Eliminated Week 5,27,Athlete,Alec Mazo,24.0,24.0,False,eliminated,10.0,5,0.09917355371900827
9,5,Natalie Coughlin,Eliminated Week 5,Eliminated Week 5,27,Athlete,Alec Mazo,22.0,22.0,False,eliminated,10.0,5,0.09090909090909091
9,1,Tom DeLay,Withdrew,Withdrew Week 3,62,Politician,Cheryl Burke,19.9999,19.9999,False,withdrew,12.0,3,0.04926103157056776
9,2,Tom DeLay,Withdrew,Withdrew Week 3,62,Politician,Cheryl Burke,18.0,18.0,False,withdrew,12.0,3,0.061224489795918366
9,3,Tom DeLay,Withdrew,Withdrew Week 3,62,Politician,Cheryl Burke,15.0,15.0,False,withdrew,12.0,3,0.05813953488372093
10,1,Aiden Turner,Eliminated Week 4,Eliminated Week 4,32,Actor/Actress,Edyta Sliwinska,15.0,15.0,False,eliminated,9.0,4,0.07177033492822966
10,2,Aiden Turner,Eliminated Week 4,Eliminated Week 4,32,Actor/Actress,Edyta Sliwinska,19.0,34.0,True,eliminated,9.0,4,0.08636363636363636
10,3,Aiden Turner,Eliminated Week 4,Eliminated Week 4,32,Actor/Actress,Edyta Sliwinska,20.0,20.0,False,eliminated,9.0,4,0.09852216748768473
10,4,Aiden Turner,Eliminated Week 4,Eliminated Week 4,32,Actor/Actress,Edyta Sliwinska,16.5,16.5,False,eliminated,9.0,4,0.0889487870619946
10,1,Buzz Aldrin,Eliminated Week 3,Eliminated Week 3,80,Astronaut,Ashly DelGrosso,14.0,14.0,False,eliminated,10.0,3,0.06698564593301436
10,2,Buzz Aldrin,Eliminated Week 3,Eliminated Week 3,80,Astronaut,Ashly DelGrosso,12.0,26.0,True,eliminated,10.0,3,0.05454545454545454
10,3,Buzz Aldrin,Eliminated Week 3,Eliminated Week 3,80,Astronaut,Ashly DelGrosso,13.0,13.0,False,eliminated,10.0,3,0.06403940886699508
10,1,Chad Ochocinco,Eliminated Week 9,Eliminated Week 9,32,Athlete,Cheryl Burke,18.0,18.0,False,eliminated,4.0,9,0.0861244019138756
10,2,Chad Ochocinco,Eliminated Week 9,Eliminated Week 9,32,Athlete,Cheryl Burke,16.0,34.0,True,eliminated,4.0,9,0.07272727272727272
10,3,Chad Ochocinco,Eliminated Week 9,Eliminated Week 9,32,Athlete,Cheryl Burke,20.0,20.0,False,eliminated,4.0,9,0.09852216748768473
10,4,Chad Ochocinco,Eliminated Week 9,Eliminated Week 9,32,Athlete,Cheryl Burke,22.0,22.0,False,eliminated,4.0,9,0.11859838274932614
10,5,Chad Ochocinco,Eliminated Week 9,Eliminated Week 9,32,Athlete,Cheryl Burke,18.0,18.0,False,eliminated,4.0,9,0.10404624277456648
10,6,Chad Ochocinco,Eliminated Week 9,Eliminated Week 9,32,Athlete,Cheryl Burke,30.999899999999997,30.999899999999997,False,eliminated,4.0,9,0.148325377166335
10,7,Chad Ochocinco,Eliminated Week 9,Eliminated Week 9,32,Athlete,Cheryl Burke,26.0,26.0,False,eliminated,4.0,9,0.16720257234726688
10,8,Chad Ochocinco,Eliminated Week 9,Eliminated Week 9,32,Athlete,Cheryl Burke,22.5,22.5,False,eliminated,4.0,9,0.17786561264822134
10,9,Chad Ochocinco,Eliminated Week 9,Eliminated Week 9,32,Athlete,Cheryl Burke,26.0,26.0,False,eliminated,4.0,9,0.23008849557522124
10,1,Erin Andrews,3rd Place,3rd Place,32,Sports Broadcaster,Maksim Chmerkoskiy,21.0,21.0,False,final,3.0,10,0.10047846889952153
10,2,Erin Andrews,3rd Place,3rd Place,32,Sports Broadcaster,Maksim Chmerkoskiy,23.0,44.0,True,final,3.0,10,0.10454545454545454
10,3,Erin Andrews,3rd Place,3rd Place,32,Sports Broadcaster,Maksim Chmerkoskiy,23.0,23.0,False,final,3.0,10,0.11330049261083744
10,4,Erin Andrews,3rd Place,3rd Place,32,Sports Broadcaster,Maksim Chmerkoskiy,19.5,19.5,False,final,3.0,10,0.10512129380053908
10,5,Erin Andrews,3rd Place,3rd Place,32,Sports Broadcaster,Maksim Chmerkoskiy,22.0,22.0,False,final,3.0,10,0.12716763005780346
10,6,Erin Andrews,3rd Place,3rd Place,32,Sports Broadcaster,Maksim Chmerkoskiy,34.0,34.0,False,final,3.0,10,0.16267997069846646
10,7,Erin Andrews,3rd Place,3rd Place,32,Sports Broadcaster,Maksim Chmerkoskiy,25.5,25.5,False,final,3.0,10,0.1639871382636656
10,8,Erin Andrews,3rd Place,3rd Place,32,Sports Broadcaster,Maksim Chmerkoskiy,26.5,26.5,False,final,3.0,10,0.20948616600790515
10,9,Erin Andrews,3rd Place,3rd Place,32,Sports Broadcaster,Maksim Chmerkoskiy,28.0,28.0,False,final,3.0,10,0.24778761061946902
10,10,Erin Andrews,3rd Place,3rd Place,32,Sports Broadcaster,Maksim Chmerkoskiy,26.9998,26.9998,False,final,3.0,10,0.32661232765023673
10,1,Evan Lysacek,2nd Place,2nd Place,24,Athlete,Anna Trebunskaya,23.0,23.0,False,final,2.0,10,0.11004784688995216
10,2,Evan Lysacek,2nd Place,2nd Place,24,Athlete,Anna Trebunskaya,24.0,47.0,True,final,2.0,10,0.10909090909090909
10,3,Evan Lysacek,2nd Place,2nd Place,24,Athlete,Anna Trebunskaya,26.0,26.0,False,final,2.0,10,0.12807881773399016
10,4,Evan Lysacek,2nd Place,2nd Place,24,Athlete,Anna Trebunskaya,26.0,26.0,False,final,2.0,10,0.14016172506738545
10,5,Evan Lysacek,2nd Place,2nd Place,24,Athlete,Anna Trebunskaya,27.0,27.0,False,final,2.0,10,0.15606936416184972
10,6,Evan Lysacek,2nd Place,2nd Place,24,Athlete,Anna Trebunskaya,27.0,27.0,False,final,2.0,10,0.12918703555466454
10,7,Evan Lysacek,2nd Place,2nd Place,24,Athlete,Anna Trebunskaya,27.0,27.0,False,final,2.0,10,0.17363344051446947
10,8,Evan Lysacek,2nd Place,2nd Place,24,Athlete,Anna Trebunskaya,26.5,26.5,False,final,2.0,10,0.20948616600790515
10,9,Evan Lysacek,2nd Place,2nd Place,24,Athlete,Anna Trebunskaya,29.5,29.5,False,final,2.0,10,0.2610619469026549
10,10,Evan Lysacek,2nd Place,2nd Place,24,Athlete,Anna Trebunskaya,26.8887,26.8887,False,final,2.0,10,0.325268368450467
10,1,Jake Pavelka,Eliminated Week 6,Eliminated Week 6,32,TV Personality,Chelsie Hightower,20.0,20.0,False,eliminated,7.0,6,0.09569377990430622
10,2,Jake Pavelka,Eliminated Week 6,Eliminated Week 6,32,TV Personality,Chelsie Hightower,20.0,40.0,True,eliminated,7.0,6,0.09090909090909091
10,3,Jake Pavelka,Eliminated Week 6,Eliminated Week 6,32,TV Personality,Chelsie Hightower,21.0,21.0,False,eliminated,7.0,6,0.10344827586206896
10,4,Jake Pavelka,Eliminated Week 6,Eliminated Week 6,32,TV Personality,Chelsie Hightower,19.0,19.0,False,eliminated,7.0,6,0.10242587601078167
10,5,Jake Pavelka,Eliminated Week 6,Eliminated Week 6,32,TV Personality,Chelsie Hightower,23.0,23.0,False,eliminated,7.0,6,0.1329479768786127
10,6,Jake Pavelka,Eliminated Week 6,Eliminated Week 6,32,TV Personality,Chelsie Hightower,24.999899999999997,24.999899999999997,False,eliminated,7.0,6,0.11961714704307622
10,1,Kate Gosselin,Eliminated Week 5,Eliminated Week 5,35,TV Personality,Tony Dovolani,16.0,16.0,False,eliminated,8.0,5,0.07655502392344497
10,2,Kate Gosselin,Eliminated Week 5,Eliminated Week 5,35,TV Personality,Tony Dovolani,15.0,31.0,True,eliminated,8.0,5,0.06818181818181818
10,3,Kate Gosselin,Eliminated Week 5,Eliminated Week 5,35,TV Personality,Tony Dovolani,15.0,15.0,False,eliminated,8.0,5,0.07389162561576355
10,4,Kate Gosselin,Eliminated Week 5,Eliminated Week 5,35,TV Personality,Tony Dovolani,16.0,16.0,False,eliminated,8.0,5,0.0862533692722372
10,5,Kate Gosselin,Eliminated Week 5,Eliminated Week 5,35,TV Personality,Tony Dovolani,15.0,15.0,False,eliminated,8.0,5,0.08670520231213873
10,1,Nicole Scherzinger,1st Place,1st Place,31,Singer/Rapper,Derek Hough,25.0,25.0,False,final,1.0,10,0.11961722488038277
10,2,Nicole Scherzinger,1st Place,1st Place,31,Singer/Rapper,Derek Hough,28.0,53.0,True,final,1.0,10,0.12727272727272726
10,3,Nicole Scherzinger,1st Place,1st Place,31,Singer/Rapper,Derek Hough,23.0,23.0,False,final,1.0,10,0.11330049261083744
10,4,Nicole Scherzinger,1st Place,1st Place,31,Singer/Rapper,Derek Hough,25.0,25.0,False,final,1.0,10,0.1347708894878706
10,5,Nicole Scherzinger,1st Place,1st Place,31,Singer/Rapper,Derek Hough,29.0,29.0,False,final,1.0,10,0.1676300578034682
10,6,Nicole Scherzinger,1st Place,1st Place,31,Singer/Rapper,Derek Hough,35.9999,35.9999,False,final,1.0,10,0.17224890226905065
10,7,Nicole Scherzinger,1st Place,1st Place,31,Singer/Rapper,Derek Hough,27.0,27.0,False,final,1.0,10,0.17363344051446947
10,8,Nicole Scherzinger,1st Place,1st Place,31,Singer/Rapper,Derek Hough,29.5,29.5,False,final,1.0,10,0.233201581027668
10,9,Nicole Scherzinger,1st Place,1st Place,31,Singer/Rapper,Derek Hough,29.5,29.5,False,final,1.0,10,0.2610619469026549
10,10,Nicole Scherzinger,1st Place,1st Place,31,Singer/Rapper,Derek Hough,28.7777,28.7777,False,final,1.0,10,0.3481193038992962
10,1,Niecy Nash,Eliminated Week 8,Eliminated Week 8,40,Actor/Actress,Louis van Amstel,18.0,18.0,False,eliminated,5.0,8,0.0861244019138756
10,2,Niecy Nash,Eliminated Week 8,Eliminated Week 8,40,Actor/Actress,Louis van Amstel,21.0,39.0,True,eliminated,5.0,8,0.09545454545454546
10,3,Niecy Nash,Eliminated Week 8,Eliminated Week 8,40,Actor/Actress,Louis van Amstel,21.0,21.0,False,eliminated,5.0,8,0.10344827586206896
10,4,Niecy Nash,Eliminated Week 8,Eliminated Week 8,40,Actor/Actress,Louis van Amstel,18.0,18.0,False,eliminated,5.0,8,0.09703504043126684
10,5,Niecy Nash,Eliminated Week 8,Eliminated Week 8,40,Actor/Actress,Louis van Amstel,18.0,18.0,False,eliminated,5.0,8,0.10404624277456648
10,6,Niecy Nash,Eliminated Week 8,Eliminated Week 8,40,Actor/Actress,Louis van Amstel,25.9998,25.9998,False,eliminated,5.0,8,0.12440137359311731
10,7,Niecy Nash,Eliminated Week 8,Eliminated Week 8,40,Actor/Actress,Louis van Amstel,24.5,24.5,False,eliminated,5.0,8,0.15755627009646303
10,8,Niecy Nash,Eliminated Week 8,Eliminated Week 8,40,Actor/Actress,Louis van Amstel,21.5,21.5,False,eliminated,5.0,8,0.16996047430830039
10,1,Pamela Anderson,Eliminated Week 7,Eliminated Week 7,42,Model,Damian Whitewood,21.0,21.0,False,eliminated,6.0,7,0.10047846889952153
10,2,Pamela Anderson,Eliminated Week 7,Eliminated Week 7,42,Model,Damian Whitewood,22.0,43.0,True,eliminated,6.0,7,0.1
10,3,Pamela Anderson,Eliminated Week 7,Eliminated Week 7,42,Model,Damian Whitewood,21.0,21.0,False,eliminated,6.0,7,0.10344827586206896
10,4,Pamela Anderson,Eliminated Week 7,Eliminated Week 7,42,Model,Damian Whitewood,23.5,23.5,False,eliminated,6.0,7,0.12668463611859837
10,5,Pamela Anderson,Eliminated Week 7,Eliminated Week 7,42,Model,Damian Whitewood,21.0,21.0,False,eliminated,6.0,7,0.12138728323699421
10,6,Pamela Anderson,Eliminated Week 7,Eliminated Week 7,42,Model,Damian Whitewood,29.9998,29.9998,False,eliminated,6.0,7,0.14354019367528983
10,7,Pamela Anderson,Eliminated Week 7,Eliminated Week 7,42,Model,Damian Whitewood,25.5,25.5,False,eliminated,6.0,7,0.1639871382636656
10,1,Shannen Doherty,Eliminated Week 2,Eliminated Week 2,38,Actor/Actress,Mark Ballas,18.0,18.0,False,eliminated,11.0,2,0.0861244019138756
10,2,Shannen Doherty,Eliminated Week 2,Eliminated Week 2,38,Actor/Actress,Mark Ballas,20.0,38.0,True,eliminated,11.0,2,0.09090909090909091
11,1,Audrina Patridge,Eliminated Week 6,Eliminated Week 6,25,TV Personality,Tony Dovolani,19.0,19.0,False,eliminated,7.0,6,0.08370044052863436
11,2,Audrina Patridge,Eliminated Week 6,Eliminated Week 6,25,TV Personality,Tony Dovolani,23.0,23.0,False,eliminated,7.0,6,0.10407239819004525
11,3,Audrina Patridge,Eliminated Week 6,Eliminated Week 6,25,TV Personality,Tony Dovolani,26.0,26.0,False,eliminated,7.0,6,0.11764705882352941
11,4,Audrina Patridge,Eliminated Week 6,Eliminated Week 6,25,TV Personality,Tony Dovolani,23.0,23.0,False,eliminated,7.0,6,0.12849162011173185
11,5,Audrina Patridge,Eliminated Week 6,Eliminated Week 6,25,TV Personality,Tony Dovolani,23.0,23.0,False,eliminated,7.0,6,0.12637362637362637
11,6,Audrina Patridge,Eliminated Week 6,Eliminated Week 6,25,TV Personality,Tony Dovolani,31.9998,31.9998,False,eliminated,7.0,6,0.1545889285615942
11,1,Brandy,Eliminated Week 9,Eliminated Week 9,31,Singer/Rapper,Maksim Chmerkoskiy,23.0,23.0,False,eliminated,4.0,9,0.1013215859030837
11,2,Brandy,Eliminated Week 9,Eliminated Week 9,31,Singer/Rapper,Maksim Chmerkoskiy,21.0,21.0,False,eliminated,4.0,9,0.09502262443438914
11,3,Brandy,Eliminated Week 9,Eliminated Week 9,31,Singer/Rapper,Maksim Chmerkoskiy,24.0,24.0,False,eliminated,4.0,9,0.1085972850678733
11,4,Brandy,Eliminated Week 9,Eliminated Week 9,31,Singer/Rapper,Maksim Chmerkoskiy,24.0,24.0,False,eliminated,4.0,9,0.1340782122905028
11,5,Brandy,Eliminated Week 9,Eliminated Week 9,31,Singer/Rapper,Maksim Chmerkoskiy,27.0,27.0,False,eliminated,4.0,9,0.14835164835164835
11,6,Brandy,Eliminated Week 9,Eliminated Week 9,31,Singer/Rapper,Maksim Chmerkoskiy,35.9999,35.9999,False,eliminated,4.0,9,0.17391314849856981
11,7,Brandy,Eliminated Week 9,Eliminated Week 9,31,Singer/Rapper,Maksim Chmerkoskiy,36.5,36.5,False,eliminated,4.0,9,0.1750599520383693
11,8,Brandy,Eliminated Week 9,Eliminated Week 9,31,Singer/Rapper,Maksim Chmerkoskiy,28.5,28.5,False,eliminated,4.0,9,0.21509433962264152
11,9,Brandy,Eliminated Week 9,Eliminated Week 9,31,Singer/Rapper,Maksim Chmerkoskiy,28.5,28.5,False,eliminated,4.0,9,0.25
11,1,Bristol Palin,3rd Place,3rd Place,19,TV Personality,Mark Ballas,18.0,18.0,False,final,3.0,10,0.07929515418502203
11,2,Bristol Palin,3rd Place,3rd Place,19,TV Personality,Mark Ballas,22.0,22.0,False,final,3.0,10,0.09954751131221719
11,3,Bristol Palin,3rd Place,3rd Place,19,TV Personality,Mark Ballas,19.0,19.0,False,final,3.0,10,0.08597285067873303
11,4,Bristol Palin,3rd Place,3rd Place,19,TV Personality,Mark Ballas,16.0,16.0,False,final,3.0,10,0.0893854748603352
11,5,Bristol Palin,3rd Place,3rd Place,19,TV Personality,Mark Ballas,18.0,18.0,False,final,3.0,10,0.0989010989010989
11,6,Bristol Palin,3rd Place,3rd Place,19,TV Personality,Mark Ballas,27.9998,27.9998,False,final,3.0,10,0.13526519171803963
11,7,Bristol Palin,3rd Place,3rd Place,19,TV Personality,Mark Ballas,32.5,32.5,False,final,3.0,10,0.15587529976019185
11,8,Bristol Palin,3rd Place,3rd Place,19,TV Personality,Mark Ballas,23.5,23.5,False,final,3.0,10,0.17735849056603772
11,9,Bristol Palin,3rd Place,3rd Place,19,TV Personality,Mark Ballas,26.5,26.5,False,final,3.0,10,0.2324561403508772
11,10,Bristol Palin,3rd Place,3rd Place,19,TV Personality,Mark Ballas,25.6666,25.6666,False,final,3.0,10,0.3092368897274451
11,1,David Hasselhoff,Eliminated Week 1,Eliminated Week 1,58,Actor/Actress,Kym Johnson,15.0,15.0,False,eliminated,12.0,1,0.06607929515418502
11,1,Florence Henderson,Eliminated Week 5,Eliminated Week 5,76,Actor/Actress,Corky Ballas,18.0,18.0,False,eliminated,8.0,5,0.07929515418502203
